,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
y_pred__317,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__318,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__319,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__320,9.77,0.6380438856379699,0.0630158710167526,8.0,10.0,,1.1091950184030641
y_pred__321,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__322,10.0,0.0,0.0,10.0,10.0,,
y_pred__323,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__324,10.23,0.6380438856379699,0.0630158710167526,10.0,12.0,,1.1091950184030641
y_pred__325,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__326,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__327,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__328,10.0,0.0,0.0,10.0,10.0,,
y_pred__329,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__330,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__331,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__332,10.0,0.0,0.0,10.0,10.0,,
y_pred__333,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__334,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__335,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__336,10.0,0.0,0.0,10.0,10.0,,
y_pred__337,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__338,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__339,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__340,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__341,10.0,0.0,0.0,10.0,10.0,,
y_pred__342,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__343,9.775,0.790174031463955,0.07758060324591451,7.0,10.0,,1.189237450758138
y_pred__344,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__345,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__346,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__347,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__348,10.0,0.0,0.0,10.0,10.0,,
y_pred__349,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__350,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__351,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__352,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__353,10.0,0.0,0.0,10.0,10.0,,
y_pred__354,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__355,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__356,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__357,10.0,0.0,0.0,10.0,10.0,,
y_pred__358,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__359,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__360,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__361,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__362,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__363,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__364,10.0,0.0,0.0,10.0,10.0,,
y_pred__365,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__366,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__367,10.0,0.0,0.0,10.0,10.0,,
y_pred__368,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__369,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__370,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__371,10.23,0.6380438856379699,0.0630158710167526,10.0,12.0,,1.1091950184030641
y_pred__372,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__373,10.185,0.8250909040826947,0.0811341481744894,10.0,13.0,,1.2023243641814005
y_pred__374,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__375,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__376,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__377,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__378,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__379,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__380,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__381,9.77,0.6380438856379699,0.0630158710167526,8.0,10.0,,1.1091950184030641
y_pred__382,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__383,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__384,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__385,10.0,0.0,0.0,10.0,10.0,,
y_pred__386,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__387,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__388,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__389,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__390,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__391,9.93,0.6746109990209183,0.0667158152164837,8.0,10.0,,1.1892374507581376
y_pred__392,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__393,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__394,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__395,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__396,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__397,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__398,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__399,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__400,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__401,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__402,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__403,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__404,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__405,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__406,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__407,10.0,0.0,0.0,10.0,10.0,,
y_pred__408,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__409,9.88,0.5878775382679629,0.058787753826796275,10.0,10.0,,1.085620296683619
y_pred__410,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__411,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__412,10.0,0.0,0.0,10.0,10.0,,
y_pred__413,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__414,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__415,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__416,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__417,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__418,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__419,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__420,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__421,10.0,0.0,0.0,10.0,10.0,,
y_pred__422,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__423,10.0,0.0,0.0,10.0,10.0,,
y_pred__424,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__425,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__426,10.0,0.0,0.0,10.0,10.0,,
y_pred__427,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__428,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__429,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__430,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__431,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__432,10.0,0.0,0.0,10.0,10.0,,
y_pred__433,10.0,0.0,0.0,10.0,10.0,,
y_pred__434,10.27,0.7662245101796218,0.07596709814123478,10.0,12.0,,1.0873985456996416
y_pred__435,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__436,10.0,0.0,0.0,10.0,10.0,,
y_pred__437,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__438,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__439,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__440,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__441,10.155,0.4593201497866164,0.04565906262725945,10.0,11.0,,1.0770478646414616
y_pred__442,9.77,0.6380438856379699,0.0630158710167526,8.0,10.0,,1.1091950184030641
y_pred__443,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__444,10.0,0.0,0.0,10.0,10.0,,
y_pred__445,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__446,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__447,10.0,0.0,0.0,10.0,10.0,,
y_pred__448,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__449,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__450,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__451,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__452,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__453,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__454,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__455,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__456,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__457,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__458,10.0,0.0,0.0,10.0,10.0,,
y_pred__459,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__460,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__461,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__462,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__463,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__464,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__465,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__466,10.0,0.0,0.0,10.0,10.0,,
y_pred__467,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__468,10.0,0.0,0.0,10.0,10.0,,
y_pred__469,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__470,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__471,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__472,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__473,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__474,9.855,0.9022056306629891,0.08896488071143578,7.0,10.0,,1.2001606417438886
y_pred__475,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__476,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__477,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__478,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__479,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__480,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__481,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__482,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__483,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__484,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__485,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__486,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__487,10.045,0.6580083586095244,0.06561059365681735,9.0,10.0,,1.131542682326789
y_pred__488,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__489,10.0,0.0,0.0,10.0,10.0,,
y_pred__490,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__491,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__492,10.0,0.0,0.0,10.0,10.0,,
y_pred__493,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__494,10.0,0.0,0.0,10.0,10.0,,
y_pred__495,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__496,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__497,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__498,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__499,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__500,10.0,0.0,0.0,10.0,10.0,,
y_pred__501,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__502,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__503,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__504,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__505,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__506,10.0,0.0,0.0,10.0,10.0,,
y_pred__507,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__508,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__509,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__510,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__511,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__512,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__513,10.0,0.0,0.0,10.0,10.0,,
y_pred__514,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__515,10.005,0.4847421995246548,0.04821566135603659,9.0,10.0,,1.1530544264835845
y_pred__516,10.0,0.0,0.0,10.0,10.0,,
y_pred__517,10.0,0.0,0.0,10.0,10.0,,
y_pred__518,9.81,0.5512712580935095,0.05421254467371921,8.0,10.0,,1.1474967400707097
y_pred__519,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__520,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__521,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__522,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__523,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__524,10.0,0.0,0.0,10.0,10.0,,
y_pred__525,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__526,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__527,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__528,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__529,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__530,10.0,0.0,0.0,10.0,10.0,,
y_pred__531,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__532,10.265,0.8029788291107047,0.0788844091059824,10.0,13.0,,1.1626217740300264
y_pred__533,10.0,0.0,0.0,10.0,10.0,,
y_pred__534,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__535,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__536,10.19,0.5512712580935095,0.05421254467371921,10.0,12.0,,1.1474967400707097
y_pred__537,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__538,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__539,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__540,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__541,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__542,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__543,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__544,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__545,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__546,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__547,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__548,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__549,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__550,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__551,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__552,10.0,0.0,0.0,10.0,10.0,,
y_pred__553,10.0,0.0,0.0,10.0,10.0,,
y_pred__554,9.995,0.4847421995246548,0.04821566135603659,10.0,11.0,,1.1530544264835845
y_pred__555,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__556,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__557,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__558,9.775,0.790174031463955,0.07758060324591451,7.0,10.0,,1.189237450758138
y_pred__559,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__560,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__561,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__562,10.0,0.0,0.0,10.0,10.0,,
y_pred__563,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__564,10.185,0.8250909040826947,0.0811341481744894,10.0,13.0,,1.2023243641814005
y_pred__565,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__566,9.77,0.6380438856379699,0.0630158710167526,8.0,10.0,,1.1091950184030641
y_pred__567,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__568,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__569,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__570,10.0,0.0,0.0,10.0,10.0,,
y_pred__571,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__572,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__573,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__574,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__575,10.0,0.0,0.0,10.0,10.0,,
y_pred__576,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__577,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__578,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__579,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__580,10.0,0.0,0.0,10.0,10.0,,
y_pred__581,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__582,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__583,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__584,9.845,0.4593201497866164,0.04565906262725945,9.0,10.0,,1.0770478646414616
y_pred__585,9.93,0.6746109990209183,0.0667158152164837,8.0,10.0,,1.1892374507581376
y_pred__586,10.0,0.0,0.0,10.0,10.0,,
y_pred__587,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__588,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__589,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__590,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__591,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__592,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__593,9.89,0.5726255320888172,0.0563826214360418,8.0,10.0,,1.202829177213726
y_pred__594,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__595,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__596,10.0,0.0,0.0,10.0,10.0,,
y_pred__597,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__598,10.11,0.5726255320888172,0.0563826214360418,10.0,12.0,,1.202829177213726
y_pred__599,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__600,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__601,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__602,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__603,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__604,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__605,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__606,9.925,0.26339134382131774,0.025860201081971502,9.0,10.0,,1.1892374507581387
y_pred__607,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__608,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__609,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__610,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__611,10.15,0.5267826876426355,0.051720402163943004,10.0,12.0,,1.1892374507581376
y_pred__612,9.885,0.31902194281898494,0.0315079355083763,9.0,10.0,,1.109195018403065
y_pred__613,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__614,10.075,0.26339134382131774,0.025860201081971502,10.0,11.0,,1.1892374507581387
y_pred__615,10.08,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__616,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__617,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__618,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__619,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__620,10.0,0.0,0.0,10.0,10.0,,
y_pred__621,9.96,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__622,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__623,10.115,0.31902194281898494,0.0315079355083763,10.0,11.0,,1.109195018403065
y_pred__624,9.85,0.5267826876426355,0.051720402163943004,8.0,10.0,,1.1892374507581376
y_pred__625,10.0,0.0,0.0,10.0,10.0,,
y_pred__626,10.0,0.0,0.0,10.0,10.0,,
y_pred__627,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__628,9.92,0.39191835884530846,0.039191835884530846,10.0,10.0,,1.085620296683619
y_pred__629,10.04,0.19595917942265423,0.019595917942265423,10.0,10.0,,1.085620296683619
y_pred__630,10.035,0.33730549951045913,0.03335790760824185,10.0,11.0,,1.1892374507581385
y_pred__631,9.965,0.33730549951045913,0.03335790760824185,9.0,10.0,,1.1892374507581385
y_pred__632,10.0,0.0,0.0,10.0,10.0,,
y_pred__633,10.0,0.0,0.0,10.0,10.0,,
