,EVSE ID,Port Number,Station Name,Plug In Event Id,Start Date,End Date,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Ended By,Port Type,City,Latitude,Longitude,User ID,Driver Postal Code,Duration (h),Charging (h),DayofYr,DayofWk,isWeekday,Year,StartHr,EndHr,AvgPwr,Date,dayCount
4546,128725,1,RMP NTO OFFICE / STATION 1,1185,2018-04-11 06:13:58,2018-04-11 11:33:01,0 days 05:19:03.000000000,0 days 03:32:11.000000000,17.199,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,386027,84302,2.75,1.75,101,2,1,2018,6.25,11.5,6.254181818181819,2018-4-11,72
4545,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,825,2018-04-11 05:23:50,2018-04-11 05:42:30,0 days 00:18:40.000000000,0 days 00:18:32.000000000,12.988,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1879201,84310,0.25,0.25,101,2,1,2018,5.5,5.75,51.952,2018-4-11,72
4582,167175,1,PUBLIC USE / PIONEER PARK,392,2018-04-11 11:55:21,2018-04-11 12:58:41,0 days 01:03:22.000000000,0 days 01:02:54.000000000,4.795,Customer,Level 2,Salt Lake City,40.762714,-111.900902,1960831,84103,0.5,0.5,101,2,1,2018,12.0,13.0,9.59,2018-4-11,72
4551,212307,2,PACKSIZE / CLEAN AIR 1,154,2018-04-11 07:34:59,2018-04-11 18:43:44,0 days 11:08:45.000000000,0 days 01:34:42.000000000,6.107,Plug Out at Vehicle,Level 2,Salt Lake City,40.74242,-111.98172,521537,84020,5.5,0.75,101,2,1,2018,7.5,18.75,1.1103636363636364,2018-4-11,72
4563,182105,1,PUBLIC USE / FAIRMONT PARK,391,2018-04-11 08:42:23,2018-04-11 10:23:33,0 days 01:41:13.000000000,0 days 01:40:58.000000000,6.903,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,792337,84103,0.75,0.75,101,2,1,2018,8.75,10.5,9.203999999999999,2018-4-11,72
4559,212301,2,PACKSIZE / CLEAN AIR 2,61,2018-04-11 08:21:46,2018-04-11 11:18:25,0 days 02:56:39.000000000,0 days 02:01:13.000000000,4.572,Plug Out at Vehicle,Level 2,Salt Lake City,40.742352000000004,-111.98126200000002,1301971,84111,1.5,1.0,101,2,1,2018,8.25,11.25,3.048,2018-4-11,72
4565,210225,2,PACKSIZE / CLEAN AIR 13,272,2018-04-11 08:50:29,2018-04-11 17:20:23,0 days 08:29:54.000000000,0 days 03:09:32.000000000,9.556000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,942421,84054,4.25,1.5,101,2,1,2018,8.75,17.25,2.2484705882352944,2018-4-11,72
4581,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,640,2018-04-11 11:45:16,2018-04-11 17:10:16,0 days 05:25:00.000000000,0 days 01:57:39.000000000,5.937,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1301491,84107,2.75,1.0,101,2,1,2018,11.75,17.25,2.158909090909091,2018-4-11,72
4580,210203,2,PACKSIZE / CLEAN AIR 7,97,2018-04-11 11:45:12,2018-04-11 17:58:27,0 days 06:13:15.000000000,0 days 01:49:04.000000000,2.846,Plug Out at Vehicle,Level 2,Salt Lake City,40.742409,-111.98151399999999,1301971,84111,3.0,1.0,101,2,1,2018,11.75,18.0,0.9486666666666667,2018-4-11,72
4579,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,643,2018-04-11 11:39:15,2018-04-11 14:45:49,0 days 03:06:34.000000000,0 days 02:15:10.000000000,7.167999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1211931,84124,1.5,1.25,101,2,1,2018,11.75,14.75,4.778666666666666,2018-4-11,72
4578,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,831,2018-04-11 11:18:10,2018-04-11 12:37:06,0 days 01:18:56.000000000,0 days 01:18:48.000000000,6.257000000000001,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1402091,84604,0.75,0.75,101,2,1,2018,11.25,12.5,8.342666666666668,2018-4-11,72
4577,204591,2,PACKSIZE / CLEAN AIR 3,83,2018-04-11 11:06:08,2018-04-11 12:36:59,0 days 01:30:51.000000000,0 days 01:14:25.000000000,6.901,CPS Server,Level 2,Salt Lake City,40.742378,-111.981407,1968591,84054,0.75,0.5,101,2,1,2018,11.0,12.5,9.201333333333332,2018-4-11,72
4564,167437,1,PUBLIC USE / 300 SOUTH,1624,2018-04-11 08:49:43,2018-04-11 11:03:06,0 days 02:13:24.000000000,0 days 02:13:02.000000000,11.440999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,928861,84103,1.0,1.0,101,2,1,2018,8.75,11.0,11.440999999999999,2018-4-11,72
4575,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,830,2018-04-11 10:43:14,2018-04-11 11:10:34,0 days 00:27:20.000000000,0 days 00:27:12.000000000,15.460999999999999,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1354601,84054,0.25,0.25,101,2,1,2018,10.75,11.25,61.843999999999994,2018-4-11,72
4574,167175,2,PUBLIC USE / PIONEER PARK,391,2018-04-11 10:34:08,2018-04-11 12:40:31,0 days 02:06:27.000000000,0 days 02:06:00.000000000,11.689,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,1.0,1.0,101,2,1,2018,10.5,12.75,11.689,2018-4-11,72
4573,117979,1,FLEET / LIBRARY POOL,81,2018-04-11 09:30:51,2018-04-11 09:48:18,0 days 00:17:30.000000000,0 days 00:17:14.000000000,1.6840000000000002,Plug Out at Vehicle,Level 2,Salt Lake City,40.758465,-111.883247,6575V,,0.25,0.25,101,2,1,2018,9.5,9.75,6.736000000000001,2018-4-11,72
4576,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,639,2018-04-11 10:47:26,2018-04-11 11:16:34,0 days 00:29:07.000000000,0 days 00:28:59.000000000,2.795,Customer,Level 2,Salt Lake City,40.771263,-111.932381,1402091,84604,0.25,0.25,101,2,1,2018,10.75,11.25,11.18,2018-4-11,72
4571,167437,2,PUBLIC USE / 300 SOUTH,1625,2018-04-11 09:15:30,2018-04-11 12:04:55,0 days 02:49:22.000000000,0 days 01:58:11.000000000,6.551,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1930541,84123,1.5,1.0,101,2,1,2018,9.25,12.0,4.367333333333334,2018-4-11,72
4570,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,829,2018-04-11 08:56:14,2018-04-11 09:24:42,0 days 00:28:28.000000000,0 days 00:28:20.000000000,14.262,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,823227,84105,0.25,0.25,101,2,1,2018,9.0,9.5,57.048,2018-4-11,72
4569,182105,2,PUBLIC USE / FAIRMONT PARK,392,2018-04-11 08:56:08,2018-04-11 13:05:53,0 days 04:09:43.000000000,0 days 04:09:04.000000000,20.79,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,780757,84040,2.0,2.0,101,2,1,2018,9.0,13.0,10.395,2018-4-11,72
4568,167175,1,PUBLIC USE / PIONEER PARK,1523458429,2018-04-11 08:53:55,2018-04-11 11:15:56,0 days 02:22:01.000000000,0 days 01:53:17.000000000,6.696000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1770721,84010,1.25,1.0,101,2,1,2018,9.0,11.25,5.356800000000001,2018-4-11,72
4567,210225,1,PACKSIZE / CLEAN AIR 13,273,2018-04-11 08:52:57,2018-04-11 12:35:47,0 days 03:42:55.000000000,0 days 03:42:39.000000000,12.068,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,1282681,84093,1.75,1.75,101,2,1,2018,8.75,12.5,6.896,2018-4-11,72
4566,167347,1,PUBLIC USE / 159 S. MAIN ST,940,2018-04-11 08:51:44,2018-04-11 10:59:21,0 days 02:07:35.000000000,0 days 02:07:25.000000000,7.313,Customer,Level 2,Salt Lake City,40.76569,-111.890976,630723,84070,1.0,1.0,101,2,1,2018,8.75,11.0,7.313,2018-4-11,72
4572,144179,1,FLEET / SLC FACILITIES,624,2018-04-11 09:24:46,2018-04-11 10:56:51,0 days 01:32:05.000000000,0 days 00:54:54.000000000,4.048,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,0.75,0.5,101,2,1,2018,9.5,11.0,5.397333333333333,2018-4-11,72
4924,182139,2,PUBLIC USE / SUGAR HOUSE,1167,2018-04-18 14:19:26,2018-04-18 17:55:06,0 days 03:35:40.000000000,0 days 02:12:45.000000000,4.846,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1406841,84098,1.75,1.0,108,2,1,2018,14.25,18.0,2.769142857142857,2018-4-18,77
4917,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,604,2018-04-18 13:05:12,2018-04-18 17:01:09,0 days 03:55:57.000000000,0 days 01:38:30.000000000,2.986,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1301491,84107,2.0,0.75,108,2,1,2018,13.0,17.0,1.493,2018-4-18,77
4923,167347,2,PUBLIC USE / 159 S. MAIN ST,1524081305,2018-04-18 13:55:13,2018-04-18 17:15:33,0 days 03:20:19.000000000,0 days 01:22:12.000000000,2.233,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,713733,84106,1.75,0.75,108,2,1,2018,14.0,17.25,1.276,2018-4-18,77
4922,176447,2,SALT LAKE CITY / PSB-FIRE NORTH,436,2018-04-18 13:39:18,2018-04-19 06:33:11,0 days 16:53:50.000000000,0 days 01:52:36.000000000,9.437000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.759009999999996,-111.88205,6581V,,8.5,1.0,108,2,1,2018,13.75,6.5,1.1102352941176472,2018-4-18,77
4921,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,1524079614,2018-04-18 13:27:01,2018-04-18 16:52:47,0 days 03:25:47.000000000,0 days 03:18:49.000000000,12.472999999999999,CPS Server,Level 2,Salt Lake City,40.771263,-111.932381,1131511,84123,1.75,1.75,108,2,1,2018,13.5,16.75,7.127428571428571,2018-4-18,77
4920,210241,2,PACKSIZE / CLEAN AIR 14,73,2018-04-18 13:22:06,2018-04-18 17:03:06,0 days 03:41:00.000000000,0 days 00:43:27.000000000,3.793,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,333033,84124,1.75,0.25,108,2,1,2018,13.25,17.0,2.1674285714285717,2018-4-18,77
4919,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,659,2018-04-18 13:21:20,2018-04-18 17:05:43,0 days 03:44:26.000000000,0 days 03:44:03.000000000,11.489,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,829009,84020,1.75,1.75,108,2,1,2018,13.25,17.0,6.565142857142858,2018-4-18,77
4918,210225,2,PACKSIZE / CLEAN AIR 13,286,2018-04-18 13:12:47,2018-04-18 17:11:31,0 days 03:58:43.000000000,0 days 01:12:26.000000000,3.529,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,1124211,84014,2.0,0.5,108,2,1,2018,13.25,17.25,1.7645,2018-4-18,77
4916,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,658,2018-04-18 13:02:42,2018-04-18 17:10:48,0 days 04:08:09.000000000,0 days 04:07:47.000000000,13.502,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,447091,84401,2.0,2.0,108,2,1,2018,13.0,17.25,6.751,2018-4-18,77
4907,167175,2,PUBLIC USE / PIONEER PARK,412,2018-04-18 12:08:31,2018-04-18 12:31:00,0 days 00:22:27.000000000,0 days 00:21:50.000000000,1.38,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,639191,84663,0.25,0.25,108,2,1,2018,12.25,12.5,5.52,2018-4-18,77
4914,182073,2,PUBLIC USE / LIBERTY PARK 2,367,2018-04-18 12:33:50,2018-04-18 13:27:06,0 days 00:53:18.000000000,0 days 00:52:51.000000000,5.763999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,726779,84102,0.5,0.5,108,2,1,2018,12.5,13.5,11.527999999999999,2018-4-18,77
4913,182139,1,PUBLIC USE / SUGAR HOUSE,1524076405,2018-04-18 12:33:32,2018-04-18 13:37:00,0 days 01:03:27.000000000,0 days 01:02:38.000000000,7.315,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1995971,84092,0.5,0.5,108,2,1,2018,12.5,13.5,14.63,2018-4-18,77
4912,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,603,2018-04-18 12:29:35,2018-04-18 16:32:12,0 days 04:02:37.000000000,0 days 03:04:40.000000000,9.603,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1054141,84123,2.0,1.5,108,2,1,2018,12.5,16.5,4.8015,2018-4-18,77
4911,210225,1,PACKSIZE / CLEAN AIR 13,285,2018-04-18 12:24:00,2018-04-18 17:41:22,0 days 05:17:22.000000000,0 days 03:48:09.000000000,13.708,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,1087321,84096,2.75,2.0,108,2,1,2018,12.5,17.75,4.984727272727273,2018-4-18,77
4910,210209,1,PACKSIZE / CLEAN AIR 12,208,2018-04-18 12:22:48,2018-04-18 16:22:10,0 days 03:59:21.000000000,0 days 01:10:57.000000000,3.3369999999999997,Plug Out at Vehicle,Level 2,Salt Lake City,40.742546000000004,-111.981224,1137391,84075,2.0,0.5,108,2,1,2018,12.25,16.25,1.6684999999999999,2018-4-18,77
4909,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,869,2018-04-18 12:22:18,2018-04-18 13:24:42,0 days 01:02:24.000000000,0 days 01:02:16.000000000,7.891,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,714481,84116,0.5,0.5,108,2,1,2018,12.25,13.5,15.782,2018-4-18,77
4908,352031,1,SALT LAKE CITY / SLC COMPLIANCE2,19,2018-04-18 12:12:03,2018-04-18 12:56:15,0 days 00:44:14.000000000,0 days 00:43:43.000000000,4.523,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,0.25,0.25,108,2,1,2018,12.25,13.0,18.092,2018-4-18,77
4925,167347,1,PUBLIC USE / 159 S. MAIN ST,963,2018-04-18 14:44:23,2018-04-18 18:25:50,0 days 03:41:27.000000000,0 days 02:10:18.000000000,6.898,Customer,Level 2,Salt Lake City,40.76569,-111.890976,1488501,84111,1.75,1.0,108,2,1,2018,14.75,18.5,3.9417142857142857,2018-4-18,77
4915,167175,1,PUBLIC USE / PIONEER PARK,413,2018-04-18 12:47:47,2018-04-18 14:49:10,0 days 02:01:22.000000000,0 days 01:21:00.000000000,2.819,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,1.0,0.75,108,2,1,2018,12.75,14.75,2.819,2018-4-18,77
4926,144179,1,FLEET / SLC FACILITIES,641,2018-04-18 14:44:50,2018-04-19 07:35:40,0 days 16:50:50.000000000,0 days 01:17:53.000000000,6.04,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,8.5,0.75,108,2,1,2018,14.75,7.5,0.7105882352941176,2018-4-18,77
4946,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,22,2018-04-18 22:42:04,2018-04-19 07:40:27,0 days 08:58:22.000000000,0 days 04:56:01.000000000,28.88,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,4.5,2.5,108,2,1,2018,22.75,7.75,6.417777777777777,2018-4-18,77
4928,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,870,2018-04-18 14:59:30,2018-04-18 15:53:58,0 days 00:54:28.000000000,0 days 00:54:20.000000000,15.613,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,1402091,84604,0.5,0.5,108,2,1,2018,15.0,16.0,31.226,2018-4-18,77
4945,182139,2,PUBLIC USE / SUGAR HOUSE,1168,2018-04-18 20:40:46,2018-04-18 22:26:51,0 days 01:46:08.000000000,0 days 01:45:54.000000000,5.962000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,651769,84115,1.0,1.0,108,2,1,2018,20.75,22.5,5.962000000000001,2018-4-18,77
4944,165165,2,PUBLIC USE / INTL PEACE GARD,109,2018-04-18 18:54:18,2018-04-18 19:42:08,0 days 00:47:47.000000000,0 days 00:47:19.000000000,2.8489999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.746857,-111.91934199999999,728879,84104,0.5,0.5,108,2,1,2018,19.0,19.75,5.6979999999999995,2018-4-18,77
4943,182139,1,PUBLIC USE / SUGAR HOUSE,1524095069,2018-04-18 17:44:37,2018-04-18 19:11:18,0 days 01:26:39.000000000,0 days 01:26:20.000000000,9.375,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,755299,84107,0.75,0.75,108,2,1,2018,17.75,19.25,12.5,2018-4-18,77
4942,167347,2,PUBLIC USE / 159 S. MAIN ST,1524094443,2018-04-18 17:34:10,2018-04-18 21:13:24,0 days 03:39:14.000000000,0 days 03:33:54.000000000,11.515,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1361911,84067,1.75,1.75,108,2,1,2018,17.5,21.25,6.58,2018-4-18,77
4941,182073,1,PUBLIC USE / LIBERTY PARK 2,370,2018-04-18 17:33:45,2018-04-18 18:29:58,0 days 00:56:13.000000000,0 days 00:55:50.000000000,3.123,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,1872801,84111,0.5,0.5,108,2,1,2018,17.5,18.5,6.246,2018-4-18,77
4940,167713,1,PUBLIC USE / LIBERTY PARK,671,2018-04-18 17:27:51,2018-04-18 17:52:10,0 days 00:24:17.000000000,0 days 00:23:50.000000000,1.344,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,623509,84115,0.25,0.25,108,2,1,2018,17.5,17.75,5.376,2018-4-18,77
4939,167437,1,PUBLIC USE / 300 SOUTH,1655,2018-04-18 17:27:51,2018-04-18 21:08:43,0 days 03:40:51.000000000,0 days 01:53:06.000000000,5.796,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,343251,84109,1.75,1.0,108,2,1,2018,17.5,21.25,3.3120000000000003,2018-4-18,77
4938,167175,1,PUBLIC USE / PIONEER PARK,415,2018-04-18 17:09:41,2018-04-18 18:35:24,0 days 01:25:46.000000000,0 days 01:25:30.000000000,9.788,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1058341,84604,0.75,0.75,108,2,1,2018,17.25,18.5,13.050666666666666,2018-4-18,77
4937,182073,2,PUBLIC USE / LIBERTY PARK 2,369,2018-04-18 17:03:50,2018-04-18 17:50:36,0 days 00:46:44.000000000,0 days 00:46:02.000000000,1.615,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,2006011,84108,0.5,0.5,108,2,1,2018,17.0,17.75,3.23,2018-4-18,77
4936,182105,2,PUBLIC USE / FAIRMONT PARK,405,2018-04-18 16:49:03,2018-04-18 17:37:24,0 days 00:48:24.000000000,0 days 00:47:53.000000000,4.9030000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1690441,84105,0.5,0.5,108,2,1,2018,16.75,17.5,9.806000000000001,2018-4-18,77
4935,167713,2,PUBLIC USE / LIBERTY PARK,1524090964,2018-04-18 16:36:10,2018-04-18 20:52:04,0 days 04:15:53.000000000,0 days 04:14:55.000000000,27.980999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1780291,84105,2.25,2.0,108,2,1,2018,16.5,20.75,12.436,2018-4-18,77
4934,210199,2,PACKSIZE / CLEAN AIR 6,218,2018-04-18 16:05:23,2018-04-18 17:55:50,0 days 01:50:27.000000000,0 days 00:40:44.000000000,3.508,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,1968591,84054,1.0,0.25,108,2,1,2018,16.0,18.0,3.508,2018-4-18,77
4933,128725,2,RMP NTO OFFICE / STATION 1,1196,2018-04-18 16:01:57,2018-04-20 10:50:39,1 days 18:48:42.000000000,0 days 02:39:37.000000000,11.860999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,1619891,84116,9.5,1.25,108,2,1,2018,16.0,10.75,1.2485263157894735,2018-4-18,77
4932,121987,2,FLEET / PSB-FIRE 2,1090,2018-04-18 15:28:51,2018-04-19 08:37:32,0 days 17:08:41.000000000,0 days 02:44:47.000000000,15.03,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6583V,,8.5,1.25,108,2,1,2018,15.5,8.5,1.768235294117647,2018-4-18,77
4931,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,21,2018-04-18 15:20:33,2018-04-18 16:14:09,0 days 00:53:33.000000000,0 days 00:53:21.000000000,5.502999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,0.5,0.5,108,2,1,2018,15.25,16.25,11.005999999999998,2018-4-18,77
4930,182105,2,PUBLIC USE / FAIRMONT PARK,1524086239,2018-04-18 15:17:27,2018-04-18 15:38:28,0 days 00:20:59.000000000,0 days 00:20:36.000000000,1.218,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,1985971,84106,0.25,0.25,108,2,1,2018,15.25,15.75,4.872,2018-4-18,77
4929,167713,1,PUBLIC USE / LIBERTY PARK,670,2018-04-18 15:08:36,2018-04-18 15:59:58,0 days 00:51:21.000000000,0 days 00:51:10.000000000,4.78,Customer,Level 2,Salt Lake City,40.746788,-111.87631200000001,1062091,84111,0.5,0.5,108,2,1,2018,15.25,16.0,9.56,2018-4-18,77
4927,182073,1,PUBLIC USE / LIBERTY PARK 2,368,2018-04-18 14:51:39,2018-04-18 17:07:12,0 days 02:15:30.000000000,0 days 02:14:45.000000000,6.199,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,749237,84103,1.25,1.0,108,2,1,2018,14.75,17.0,4.9592,2018-4-18,77
4906,167713,1,PUBLIC USE / LIBERTY PARK,669,2018-04-18 12:08:10,2018-04-18 14:37:11,0 days 02:28:58.000000000,0 days 02:28:40.000000000,12.745,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1619691,84119,1.25,1.25,108,2,1,2018,12.25,14.5,10.196,2018-4-18,77
4865,165161,2,PUBLIC USE / SORENSON MULTIC,113,2018-04-18 06:07:31,2018-04-18 07:05:33,0 days 00:58:04.000000000,0 days 00:57:44.000000000,2.9939999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.740749,-111.914368,1193581,84096,0.5,0.5,108,2,1,2018,6.0,7.0,5.9879999999999995,2018-4-18,77
4904,210241,2,PACKSIZE / CLEAN AIR 14,72,2018-04-18 12:00:51,2018-04-18 12:19:47,0 days 00:18:54.000000000,0 days 00:18:45.000000000,1.001,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,942421,84054,0.25,0.25,108,2,1,2018,12.0,12.25,4.004,2018-4-18,77
4881,210241,2,PACKSIZE / CLEAN AIR 14,71,2018-04-18 08:13:42,2018-04-18 11:13:51,0 days 03:00:08.000000000,0 days 02:59:56.000000000,9.556000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,942421,84054,1.5,1.5,108,2,1,2018,8.25,11.25,6.370666666666668,2018-4-18,77
4880,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,659,2018-04-18 08:12:41,2018-04-18 12:29:33,0 days 04:16:50.000000000,0 days 04:16:37.000000000,14.5,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1994131,84093,2.25,2.25,108,2,1,2018,8.25,12.5,6.444444444444445,2018-4-18,77
4879,210215,2,PACKSIZE / CLEAN AIR 10,186,2018-04-18 08:06:06,2018-04-18 17:08:55,0 days 09:02:49.000000000,0 days 01:56:18.000000000,4.95,Plug Out at Vehicle,Level 2,Salt Lake City,40.742569,-111.98127,1079571,84104,4.5,1.0,108,2,1,2018,8.0,17.25,1.1,2018-4-18,77
4878,210207,2,PACKSIZE / CLEAN AIR 9,205,2018-04-18 08:02:47,2018-04-18 16:03:23,0 days 08:00:36.000000000,0 days 04:12:46.000000000,6.591,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,1092231,84111,4.0,2.0,108,2,1,2018,8.0,16.0,1.64775,2018-4-18,77
4877,167543,1,PUBLIC USE / LIBRARY SQ P1,128,2018-04-18 08:02:06,2018-04-18 11:59:44,0 days 03:57:37.000000000,0 days 03:57:32.000000000,15.829,Plug Out at Vehicle,Level 2,Salt Lake City,40.759537,-111.883972,742465,84105,2.0,2.0,108,2,1,2018,8.0,12.0,7.9145,2018-4-18,77
4876,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,657,2018-04-18 07:56:20,2018-04-18 12:48:53,0 days 04:52:38.000000000,0 days 03:27:01.000000000,11.169,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,736191,84405,2.5,1.75,108,2,1,2018,8.0,12.75,4.4676,2018-4-18,77
4875,210225,2,PACKSIZE / CLEAN AIR 13,283,2018-04-18 07:55:46,2018-04-18 12:33:18,0 days 04:37:32.000000000,0 days 03:53:08.000000000,13.662,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,333033,84124,2.25,2.0,108,2,1,2018,8.0,12.5,6.072,2018-4-18,77
4874,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,656,2018-04-18 07:53:39,2018-04-18 09:12:30,0 days 01:18:53.000000000,0 days 01:18:35.000000000,4.239,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1301491,84107,0.75,0.75,108,2,1,2018,8.0,9.25,5.652,2018-4-18,77
4873,210213,2,PACKSIZE / CLEAN AIR 11,132,2018-04-18 07:48:40,2018-04-18 17:16:01,0 days 09:27:21.000000000,0 days 02:04:05.000000000,7.047999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742413,-111.98162099999999,521537,84020,4.75,1.0,108,2,1,2018,7.75,17.25,1.4837894736842103,2018-4-18,77
4872,210199,1,PACKSIZE / CLEAN AIR 6,216,2018-04-18 07:48:25,2018-04-18 16:42:22,0 days 08:54:01.000000000,0 days 02:13:59.000000000,6.772,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,803613,84054,4.5,1.0,108,2,1,2018,7.75,16.75,1.504888888888889,2018-4-18,77
4871,210207,1,PACKSIZE / CLEAN AIR 9,204,2018-04-18 07:32:46,2018-04-18 16:06:17,0 days 08:33:29.000000000,0 days 01:30:28.000000000,6.079,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,1671101,84103,4.25,0.75,108,2,1,2018,7.5,16.0,1.4303529411764706,2018-4-18,77
4870,167175,2,PUBLIC USE / PIONEER PARK,408,2018-04-18 07:22:06,2018-04-18 08:00:48,0 days 00:38:40.000000000,0 days 00:38:25.000000000,2.155,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1872801,84111,0.25,0.25,108,2,1,2018,7.25,8.0,8.62,2018-4-18,77
