,EVSE ID,Port Number,Station Name,Plug In Event Id,Start Date,End Date,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Ended By,Port Type,City,Latitude,Longitude,User ID,Driver Postal Code,Duration (h),Charging (h),DayofYr,DayofWk,isWeekday,Year,StartHr,EndHr,AvgPwr,Date,dayCount
4966,210209,2,PACKSIZE / CLEAN AIR 12,209,2018-04-19 08:09:02,2018-04-19 17:13:58,0 days 09:04:56.000000000,0 days 03:33:52.000000000,15.362,Plug Out at Vehicle,Level 2,Salt Lake City,40.742546000000004,-111.981224,1114701,84096,4.5,1.75,109,3,1,2018,8.0,17.0,3.413777777777778,2018-4-19,78
4965,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,605,2018-04-19 08:07:13,2018-04-19 11:05:30,0 days 02:58:22.000000000,0 days 00:27:42.000000000,1.179,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1439391,77429,1.5,0.25,109,3,1,2018,8.0,11.0,0.786,2018-4-19,78
4970,182139,2,PUBLIC USE / SUGAR HOUSE,1524148908,2018-04-19 08:41:55,2018-04-19 09:07:02,0 days 00:25:10.000000000,0 days 00:24:53.000000000,2.576,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1936711,84092,0.25,0.25,109,3,1,2018,8.0,9.0,10.304,2018-4-19,78
5067,167347,2,PUBLIC USE / 159 S. MAIN ST,978,2018-04-20 17:38:56,2018-04-20 18:24:55,0 days 00:46:01.000000000,0 days 00:45:37.000000000,2.592,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,794289,84020,0.5,0.5,110,4,1,2018,17.0,18.0,5.184,2018-4-20,79
5062,121987,2,FLEET / PSB-FIRE 2,1092,2018-04-20 14:36:32,2018-04-24 09:08:31,3 days 18:32:04.000000000,0 days 06:49:40.000000000,15.436,Plug Out at Vehicle,Level 2,Salt Lake City,40.758915,-111.882034,6583V,,9.25,3.5,110,4,1,2018,14.0,9.0,1.6687567567567567,2018-4-20,79
5066,117979,1,FLEET / LIBRARY POOL,89,2018-04-20 17:24:35,2018-04-23 14:21:53,2 days 20:57:18.000000000,0 days 00:58:43.000000000,3.845,Plug Out at Vehicle,Level 2,Salt Lake City,40.758465,-111.883247,6575V,,10.5,0.5,110,4,1,2018,17.0,14.0,0.36619047619047623,2018-4-20,79
5065,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,880,2018-04-20 16:26:16,2018-04-20 16:56:44,0 days 00:30:28.000000000,0 days 00:30:20.000000000,12.378,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,823227,84105,0.25,0.25,110,4,1,2018,16.0,16.0,49.512,2018-4-20,79
5064,167347,2,PUBLIC USE / 159 S. MAIN ST,977,2018-04-20 16:12:53,2018-04-20 17:35:54,0 days 01:22:58.000000000,0 days 01:22:52.000000000,5.092,Customer,Level 2,Salt Lake City,40.76569,-111.890976,630723,84070,0.75,0.75,110,4,1,2018,16.0,17.0,6.7893333333333326,2018-4-20,79
5063,128725,2,RMP NTO OFFICE / STATION 1,1199,2018-04-20 16:06:34,2018-04-26 12:31:34,5 days 20:25:00.000000000,0 days 03:47:20.000000000,17.322,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,1619891,84116,10.25,2.0,110,4,1,2018,16.0,12.0,1.689951219512195,2018-4-20,79
5061,167347,1,PUBLIC USE / 159 S. MAIN ST,976,2018-04-20 14:24:54,2018-04-20 18:46:20,0 days 04:21:31.000000000,0 days 03:38:00.000000000,11.798,Customer,Level 2,Salt Lake City,40.76569,-111.890976,1488501,84111,2.25,1.75,110,4,1,2018,14.0,18.0,5.243555555555556,2018-4-20,79
5054,167347,2,PUBLIC USE / 159 S. MAIN ST,975,2018-04-20 13:04:36,2018-04-20 15:12:08,0 days 02:07:32.000000000,0 days 02:00:58.000000000,5.224,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1585641,84037,1.0,1.0,110,4,1,2018,13.0,15.0,5.224,2018-4-20,79
5059,204591,2,PACKSIZE / CLEAN AIR 3,94,2018-04-20 14:03:51,2018-04-20 15:18:09,0 days 01:14:18.000000000,0 days 00:49:15.000000000,4.532,CPS Server,Level 2,Salt Lake City,40.742378,-111.981407,1968591,84054,0.5,0.5,110,4,1,2018,14.0,15.0,9.064,2018-4-20,79
5058,182139,2,PUBLIC USE / SUGAR HOUSE,1524254508,2018-04-20 14:01:56,2018-04-20 17:36:01,0 days 03:34:03.000000000,0 days 03:33:46.000000000,13.252,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,659423,84120,1.75,1.75,110,4,1,2018,14.0,17.0,7.572571428571429,2018-4-20,79
5057,167437,2,PUBLIC USE / 300 SOUTH,1676,2018-04-20 14:01:01,2018-04-20 14:29:43,0 days 00:28:45.000000000,0 days 00:28:23.000000000,1.732,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1260611,84121,0.25,0.25,110,4,1,2018,14.0,14.0,6.928,2018-4-20,79
5056,153363,1B,RMP NTO OFFICE / NTO WEST LOT FC,879,2018-04-20 13:16:11,2018-04-20 14:15:30,0 days 00:59:19.000000000,0 days 00:59:00.000000000,13.770999999999999,Plug Out at Station,DC Fast,Salt Lake City,40.771263,-111.93251000000001,705317,84054,0.5,0.5,110,4,1,2018,13.0,14.0,27.541999999999998,2018-4-20,79
5055,182073,1,PUBLIC USE / LIBERTY PARK 2,372,2018-04-20 13:08:26,2018-04-20 16:22:29,0 days 03:14:02.000000000,0 days 03:09:51.000000000,14.001,Customer,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,1062091,84111,1.5,1.5,110,4,1,2018,13.0,16.0,9.334,2018-4-20,79
5053,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,607,2018-04-20 12:59:01,2018-04-20 17:02:07,0 days 04:03:06.000000000,0 days 02:05:41.000000000,11.914000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,447091,84401,2.0,1.0,110,4,1,2018,12.0,17.0,5.957000000000001,2018-4-20,79
5068,167713,2,PUBLIC USE / LIBERTY PARK,672,2018-04-20 17:41:35,2018-04-20 18:33:46,0 days 00:52:07.000000000,0 days 00:51:55.000000000,2.912,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1872801,84111,0.5,0.5,110,4,1,2018,17.0,18.0,5.824,2018-4-20,79
5060,182139,1,PUBLIC USE / SUGAR HOUSE,1173,2018-04-20 14:17:43,2018-04-20 15:53:51,0 days 01:36:10.000000000,0 days 00:11:10.000000000,0.778,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1690441,84105,0.75,0.0,110,4,1,2018,14.0,15.0,1.0373333333333334,2018-4-20,79
5069,182139,2,PUBLIC USE / SUGAR HOUSE,1174,2018-04-20 17:44:06,2018-04-20 19:29:31,0 days 01:45:24.000000000,0 days 00:38:56.000000000,1.942,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1316931,94611,1.0,0.25,110,4,1,2018,17.0,19.0,1.942,2018-4-20,79
5086,167347,1,PUBLIC USE / 159 S. MAIN ST,1524285725,2018-04-20 22:42:13,2018-04-21 01:00:08,0 days 02:17:54.000000000,0 days 02:13:32.000000000,7.249,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1228131,84111,1.25,1.0,110,4,1,2018,22.0,1.0,5.7992,2018-4-20,79
5071,182073,1,PUBLIC USE / LIBERTY PARK 2,374,2018-04-20 18:04:31,2018-04-20 18:32:44,0 days 00:28:15.000000000,0 days 00:27:59.000000000,2.998,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,,,0.25,0.25,110,4,1,2018,18.0,18.0,11.992,2018-4-20,79
5052,176447,2,SALT LAKE CITY / PSB-FIRE NORTH,438,2018-04-20 12:56:30,2018-04-24 07:35:52,3 days 18:39:20.000000000,0 days 04:28:33.000000000,8.618,Plug Out at Vehicle,Level 2,Salt Lake City,40.759009999999996,-111.88205,6581V,,9.25,2.25,110,4,1,2018,12.0,7.0,0.9316756756756757,2018-4-20,79
5087,352031,2,SALT LAKE CITY / SLC COMPLIANCE2,25,2018-04-20 22:48:51,2018-04-22 07:38:56,1 days 08:50:05.000000000,0 days 02:33:01.000000000,13.785,Customer,Level 2,Salt Lake City,40.756054,-111.88440700000001,33371V,,4.5,1.25,110,4,1,2018,22.0,7.0,3.0633333333333335,2018-4-20,79
5085,182073,1,PUBLIC USE / LIBERTY PARK 2,375,2018-04-20 21:17:04,2018-04-21 02:14:29,0 days 04:57:28.000000000,0 days 04:57:09.000000000,7.608,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,749237,84103,2.5,2.5,110,4,1,2018,21.0,2.0,3.0431999999999997,2018-4-20,79
5084,182139,1,PUBLIC USE / SUGAR HOUSE,1178,2018-04-20 21:11:37,2018-04-20 21:33:04,0 days 00:21:29.000000000,0 days 00:20:52.000000000,2.499,Customer,Level 2,Salt Lake City,40.723351,-111.85875700000001,2017091,84105,0.25,0.25,110,4,1,2018,21.0,21.0,9.996,2018-4-20,79
5083,182139,2,PUBLIC USE / SUGAR HOUSE,1177,2018-04-20 20:36:53,2018-04-20 21:51:08,0 days 01:14:18.000000000,0 days 01:14:09.000000000,8.073,Customer,Level 2,Salt Lake City,40.723351,-111.85875700000001,810845,84105,0.5,0.5,110,4,1,2018,20.0,21.0,16.146,2018-4-20,79
5082,182073,1,PUBLIC USE / LIBERTY PARK 2,1524276161,2018-04-20 20:02:48,2018-04-20 20:42:24,0 days 00:39:32.000000000,0 days 00:39:22.000000000,2.155,Plug Out at Vehicle,Level 2,Salt Lake City,40.746722999999996,-111.87631200000001,749073,84084,0.25,0.25,110,4,1,2018,20.0,20.0,8.62,2018-4-20,79
5081,182139,2,PUBLIC USE / SUGAR HOUSE,1176,2018-04-20 20:00:20,2018-04-20 20:23:04,0 days 00:22:46.000000000,0 days 00:22:31.000000000,1.3159999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1006051,84124,0.25,0.25,110,4,1,2018,20.0,20.0,5.263999999999999,2018-4-20,79
5070,165165,2,PUBLIC USE / INTL PEACE GARD,111,2018-04-20 17:47:55,2018-04-20 18:33:24,0 days 00:45:31.000000000,0 days 00:44:52.000000000,2.702,Plug Out at Vehicle,Level 2,Salt Lake City,40.746857,-111.91934199999999,728879,84104,0.5,0.25,110,4,1,2018,17.0,18.0,5.404,2018-4-20,79
5080,153363,1A,RMP NTO OFFICE / NTO WEST LOT FC,881,2018-04-20 19:20:40,2018-04-20 19:46:19,0 days 00:25:39.000000000,0 days 00:25:16.000000000,14.07,Customer,DC Fast,Salt Lake City,40.771263,-111.93251000000001,450679,84115,0.25,0.25,110,4,1,2018,19.0,19.0,56.28,2018-4-20,79
5078,167347,1,PUBLIC USE / 159 S. MAIN ST,980,2018-04-20 19:09:41,2018-04-20 22:00:27,0 days 02:50:48.000000000,0 days 02:50:31.000000000,11.568,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,807129,84103,1.5,1.5,110,4,1,2018,19.0,22.0,7.712,2018-4-20,79
5077,167713,1,PUBLIC USE / LIBERTY PARK,673,2018-04-20 19:09:24,2018-04-20 20:00:07,0 days 00:50:41.000000000,0 days 00:50:13.000000000,3.23,Plug Out at Vehicle,Level 2,Salt Lake City,40.746788,-111.87631200000001,1767211,84105,0.5,0.5,110,4,1,2018,19.0,20.0,6.46,2018-4-20,79
5076,167437,2,PUBLIC USE / 300 SOUTH,1678,2018-04-20 18:31:48,2018-04-20 20:59:45,0 days 02:27:57.000000000,0 days 01:37:43.000000000,2.533,CPS Server,Level 2,Salt Lake City,40.762943,-111.889496,832185,84103,1.25,0.75,110,4,1,2018,18.0,20.0,2.0263999999999998,2018-4-20,79
5075,167347,2,PUBLIC USE / 159 S. MAIN ST,979,2018-04-20 18:30:34,2018-04-20 20:30:54,0 days 02:00:20.000000000,0 days 01:29:16.000000000,3.4010000000000002,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1612381,84102,1.0,0.75,110,4,1,2018,18.0,20.0,3.4010000000000002,2018-4-20,79
5074,165161,2,PUBLIC USE / SORENSON MULTIC,115,2018-04-20 18:19:23,2018-04-20 20:15:44,0 days 01:56:18.000000000,0 days 01:56:11.000000000,6.084,Plug Out at Vehicle,Level 2,Salt Lake City,40.740749,-111.914368,791059,84104,1.0,1.0,110,4,1,2018,18.0,20.0,6.084,2018-4-20,79
5073,182139,1,PUBLIC USE / SUGAR HOUSE,1175,2018-04-20 18:14:46,2018-04-20 19:49:31,0 days 01:34:44.000000000,0 days 01:25:15.000000000,4.5680000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,842346,84092,0.75,0.75,110,4,1,2018,18.0,19.0,6.090666666666667,2018-4-20,79
5072,167437,1,PUBLIC USE / 300 SOUTH,1677,2018-04-20 18:06:48,2018-04-20 18:47:23,0 days 00:40:36.000000000,0 days 00:40:13.000000000,3.323,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,,,0.25,0.25,110,4,1,2018,18.0,18.0,13.292,2018-4-20,79
5079,167437,1,PUBLIC USE / 300 SOUTH,1679,2018-04-20 19:12:21,2018-04-20 21:55:49,0 days 02:43:28.000000000,0 days 00:29:30.000000000,1.421,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,589807,84106,1.25,0.25,110,4,1,2018,19.0,21.0,1.1368,2018-4-20,79
5051,204577,2,PACKSIZE / CLEAN AIR 4,269,2018-04-20 12:55:53,2018-04-20 14:10:47,0 days 01:14:54.000000000,0 days 00:48:43.000000000,2.31,Plug Out at Vehicle,Level 2,Salt Lake City,40.742542,-111.981163,348887,84096,0.5,0.5,110,4,1,2018,12.0,14.0,4.62,2018-4-20,79
5050,204591,1,PACKSIZE / CLEAN AIR 3,93,2018-04-20 12:50:55,2018-04-20 17:16:53,0 days 04:25:58.000000000,0 days 01:11:35.000000000,1.88,Plug Out at Vehicle,Level 2,Salt Lake City,40.742378,-111.981407,1301971,84111,2.25,0.5,110,4,1,2018,12.0,17.0,0.8355555555555555,2018-4-20,79
5049,183643,1,RMP NTO OFFICE / NTO WEST LOT 2,664,2018-04-20 12:42:17,2018-04-20 16:48:25,0 days 04:06:08.000000000,0 days 01:50:47.000000000,5.565,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,1054141,84123,2.0,1.0,110,4,1,2018,12.0,16.0,2.7825,2018-4-20,79
5029,210209,2,PACKSIZE / CLEAN AIR 12,210,2018-04-20 08:23:12,2018-04-20 17:12:41,0 days 08:49:29.000000000,0 days 02:59:54.000000000,12.575999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742546000000004,-111.981224,1114701,84096,4.5,1.5,110,4,1,2018,8.0,17.0,2.794666666666666,2018-4-20,79
5028,167437,1,PUBLIC USE / 300 SOUTH,1670,2018-04-20 08:21:35,2018-04-20 09:44:02,0 days 01:22:30.000000000,0 days 01:22:14.000000000,4.567,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1930541,84123,0.75,0.75,110,4,1,2018,8.0,9.0,6.089333333333333,2018-4-20,79
5027,186285,1,RMP NTO OFFICE / NTO WEST LOT 1,664,2018-04-20 08:12:49,2018-04-20 16:04:39,0 days 07:51:50.000000000,0 days 04:52:37.000000000,17.545,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,829009,84020,4.0,2.5,110,4,1,2018,8.0,16.0,4.38625,2018-4-20,79
5026,186415,2,RMP NTO OFFICE / NTO WEST LOT 3,606,2018-04-20 08:04:42,2018-04-20 09:26:32,0 days 01:21:50.000000000,0 days 00:31:38.000000000,1.4340000000000002,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,1439391,77429,0.75,0.25,110,4,1,2018,8.0,9.0,1.9120000000000001,2018-4-20,79
5025,210215,2,PACKSIZE / CLEAN AIR 10,190,2018-04-20 08:03:36,2018-04-20 16:27:57,0 days 08:24:21.000000000,0 days 02:43:27.000000000,9.913,Plug Out at Vehicle,Level 2,Salt Lake City,40.742569,-111.98127,1079571,84104,4.25,1.25,110,4,1,2018,8.0,16.0,2.332470588235294,2018-4-20,79
5024,186285,2,RMP NTO OFFICE / NTO WEST LOT 1,663,2018-04-20 08:01:39,2018-04-20 11:36:50,0 days 03:35:11.000000000,0 days 02:34:23.000000000,6.13,Plug Out at Vehicle,Level 2,Salt Lake City,40.771259,-111.93231999999999,1301491,84107,1.75,1.25,110,4,1,2018,8.0,11.0,3.5028571428571427,2018-4-20,79
5023,210207,1,PACKSIZE / CLEAN AIR 9,209,2018-04-20 08:00:51,2018-04-20 11:17:26,0 days 03:16:34.000000000,0 days 00:52:10.000000000,4.902,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,1671101,84103,1.75,0.5,110,4,1,2018,8.0,11.0,2.801142857142857,2018-4-20,79
5022,167347,1,PUBLIC USE / 159 S. MAIN ST,972,2018-04-20 07:52:59,2018-04-20 09:59:59,0 days 02:07:03.000000000,0 days 02:06:48.000000000,11.772,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,2012821,84108,1.0,1.0,110,4,1,2018,7.0,9.0,11.772,2018-4-20,79
5021,210199,1,PACKSIZE / CLEAN AIR 6,221,2018-04-20 07:26:05,2018-04-20 17:03:24,0 days 09:37:18.000000000,0 days 02:04:19.000000000,6.803999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,803613,84054,4.75,1.0,110,4,1,2018,7.0,17.0,1.4324210526315788,2018-4-20,79
5020,167175,1,PUBLIC USE / PIONEER PARK,418,2018-04-20 07:15:17,2018-04-20 07:58:22,0 days 00:43:03.000000000,0 days 00:42:36.000000000,2.391,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1872801,84111,0.25,0.25,110,4,1,2018,7.0,7.0,9.564,2018-4-20,79
5019,167175,2,PUBLIC USE / PIONEER PARK,417,2018-04-20 07:07:55,2018-04-20 08:47:57,0 days 01:40:05.000000000,0 days 01:39:52.000000000,8.161,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,,,0.75,0.75,110,4,1,2018,7.0,8.0,10.881333333333332,2018-4-20,79
5018,167347,2,PUBLIC USE / 159 S. MAIN ST,971,2018-04-20 06:37:46,2018-04-20 09:08:41,0 days 02:30:55.000000000,0 days 02:08:34.000000000,6.792999999999999,CPS Server,Level 2,Salt Lake City,40.76569,-111.890976,1632851,84096,1.25,1.0,110,4,1,2018,6.0,9.0,5.434399999999999,2018-4-20,79
5016,128725,1,RMP NTO OFFICE / STATION 1,1198,2018-04-20 06:29:45,2018-04-20 15:13:58,0 days 08:44:13.000000000,0 days 05:05:54.000000000,16.160999999999998,Plug Out at Vehicle,Level 2,Salt Lake City,40.770634,-111.93139599999999,1337271,84065,4.25,2.5,110,4,1,2018,6.0,15.0,3.802588235294117,2018-4-20,79
5015,182145,1,PUBLIC USE / SUNNYSIDE AVE,56,2018-04-20 06:22:08,2018-04-20 07:55:34,0 days 01:33:24.000000000,0 days 01:33:02.000000000,10.392000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.751179,-111.814384,,,0.75,0.75,110,4,1,2018,6.0,7.0,13.856000000000002,2018-4-20,79
5014,182105,2,PUBLIC USE / FAIRMONT PARK,410,2018-04-20 05:55:09,2018-04-20 06:45:44,0 days 00:50:32.000000000,0 days 00:50:21.000000000,2.842,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,623509,84115,0.5,0.5,110,4,1,2018,5.0,6.0,5.684,2018-4-20,79
5030,210203,2,PACKSIZE / CLEAN AIR 7,99,2018-04-20 08:26:20,2018-04-20 11:38:42,0 days 03:12:19.000000000,0 days 03:12:08.000000000,10.482999999999999,Plug Out at Vehicle,Level 2,Salt Lake City,40.742409,-111.98151399999999,1301971,84111,1.5,1.5,110,4,1,2018,8.0,11.0,6.988666666666666,2018-4-20,79
5031,167437,2,PUBLIC USE / 300 SOUTH,1671,2018-04-20 08:39:24,2018-04-20 10:30:19,0 days 01:50:53.000000000,0 days 01:50:47.000000000,6.7170000000000005,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,928861,84103,1.0,1.0,110,4,1,2018,8.0,10.0,6.7170000000000005,2018-4-20,79
5017,183643,2,RMP NTO OFFICE / NTO WEST LOT 2,663,2018-04-20 06:35:27,2018-04-20 11:34:35,0 days 04:59:08.000000000,0 days 03:22:19.000000000,10.264000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.771263,-111.932381,798255,84047,2.5,1.75,110,4,1,2018,6.0,11.0,4.105600000000001,2018-4-20,79
5033,204577,2,PACKSIZE / CLEAN AIR 4,268,2018-04-20 08:40:20,2018-04-20 12:11:51,0 days 03:31:31.000000000,0 days 01:52:00.000000000,10.58,Plug Out at Vehicle,Level 2,Salt Lake City,40.742542,-111.981163,1968591,84054,1.75,1.0,110,4,1,2018,8.0,12.0,6.045714285714285,2018-4-20,79
5032,167175,1,PUBLIC USE / PIONEER PARK,1524235182,2018-04-20 08:39:49,2018-04-20 11:22:19,0 days 02:42:30.000000000,0 days 02:08:10.000000000,7.675,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1770721,84010,1.25,1.0,110,4,1,2018,8.0,11.0,6.14,2018-4-20,79
5048,167437,1,PUBLIC USE / 300 SOUTH,1675,2018-04-20 12:37:03,2018-04-20 17:01:03,0 days 04:24:01.000000000,0 days 01:48:09.000000000,5.974,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1930541,84123,2.25,1.0,110,4,1,2018,12.0,17.0,2.655111111111111,2018-4-20,79
5046,167437,2,PUBLIC USE / 300 SOUTH,1674,2018-04-20 10:42:10,2018-04-20 13:17:58,0 days 02:35:48.000000000,0 days 02:29:31.000000000,11.459000000000001,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,1829661,84087,1.25,1.25,110,4,1,2018,10.0,13.0,9.167200000000001,2018-4-20,79
5045,169185,1,PUBLIC USE / FOREST DALE GOL,91,2018-04-20 10:36:55,2018-04-20 11:18:14,0 days 00:41:22.000000000,0 days 00:41:04.000000000,2.07,Plug Out at Vehicle,Level 2,Salt Lake City,40.718914,-111.864822,623509,84115,0.25,0.25,110,4,1,2018,10.0,11.0,8.28,2018-4-20,79
5044,167347,2,PUBLIC USE / 159 S. MAIN ST,974,2018-04-20 10:26:52,2018-04-20 12:23:46,0 days 01:56:54.000000000,0 days 01:44:56.000000000,5.59,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,1670731,84092,1.0,0.75,110,4,1,2018,10.0,12.0,5.59,2018-4-20,79
5043,167347,1,PUBLIC USE / 159 S. MAIN ST,973,2018-04-20 10:25:35,2018-04-20 13:28:23,0 days 03:02:47.000000000,0 days 03:02:33.000000000,11.269,Customer,Level 2,Salt Lake City,40.76569,-111.890976,630723,84070,1.5,1.5,110,4,1,2018,10.0,13.0,7.512666666666667,2018-4-20,79
5042,167175,2,PUBLIC USE / PIONEER PARK,420,2018-04-20 09:46:33,2018-04-20 12:19:20,0 days 02:32:51.000000000,0 days 02:32:34.000000000,14.011,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,1.25,1.25,110,4,1,2018,9.0,12.0,11.2088,2018-4-20,79
5047,144179,2,FLEET / SLC FACILITIES,643,2018-04-20 12:06:50,2018-04-20 13:15:46,0 days 01:09:01.000000000,0 days 00:44:43.000000000,2.97,Plug Out at Vehicle,Level 2,Salt Lake City,40.75592,-111.8834,6569V,,0.5,0.25,110,4,1,2018,12.0,13.0,5.94,2018-4-20,79
5040,182105,2,PUBLIC USE / FAIRMONT PARK,411,2018-04-20 09:35:09,2018-04-20 10:32:07,0 days 00:56:56.000000000,0 days 00:56:42.000000000,6.233,Plug Out at Vehicle,Level 2,Salt Lake City,40.722263,-111.86178600000001,792337,84103,0.5,0.5,110,4,1,2018,9.0,10.0,12.466,2018-4-20,79
5039,210241,2,PACKSIZE / CLEAN AIR 14,74,2018-04-20 09:16:41,2018-04-20 17:23:41,0 days 08:07:00.000000000,0 days 03:34:01.000000000,11.243,Plug Out at Vehicle,Level 2,Salt Lake City,40.742313,-111.981071,1096541,84093,4.0,1.75,110,4,1,2018,9.0,17.0,2.81075,2018-4-20,79
5038,182139,1,PUBLIC USE / SUGAR HOUSE,1524237380,2018-04-20 09:16:28,2018-04-20 10:02:25,0 days 00:46:00.000000000,0 days 00:45:31.000000000,2.6460000000000004,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1006051,84124,0.5,0.5,110,4,1,2018,9.0,10.0,5.292000000000001,2018-4-20,79
5037,182139,2,PUBLIC USE / SUGAR HOUSE,1524236983,2018-04-20 09:09:49,2018-04-20 11:40:53,0 days 02:31:03.000000000,0 days 02:30:53.000000000,8.948,Plug Out at Vehicle,Level 2,Salt Lake City,40.723351,-111.85875700000001,1985971,84106,1.25,1.25,110,4,1,2018,9.0,11.0,7.1584,2018-4-20,79
5036,210207,2,PACKSIZE / CLEAN AIR 9,210,2018-04-20 09:05:20,2018-04-20 16:27:09,0 days 07:21:48.000000000,0 days 02:07:14.000000000,12.102,Plug Out at Vehicle,Level 2,Salt Lake City,40.742496,-111.98101799999999,853712,84124,3.75,1.0,110,4,1,2018,9.0,16.0,3.2272000000000003,2018-4-20,79
5035,210225,2,PACKSIZE / CLEAN AIR 13,288,2018-04-20 09:00:53,2018-04-20 10:42:53,0 days 01:41:57.000000000,0 days 01:41:49.000000000,9.978,Plug Out at Vehicle,Level 2,Salt Lake City,40.742527,-111.98111000000002,672723,84087,0.75,0.75,110,4,1,2018,9.0,10.0,13.304,2018-4-20,79
5041,167437,1,PUBLIC USE / 300 SOUTH,1672,2018-04-20 09:45:40,2018-04-20 11:52:39,0 days 02:07:03.000000000,0 days 02:06:30.000000000,8.329,Plug Out at Vehicle,Level 2,Salt Lake City,40.762943,-111.889496,271473,ut,1.0,1.0,110,4,1,2018,9.0,11.0,8.329,2018-4-20,79
5034,167175,2,PUBLIC USE / PIONEER PARK,419,2018-04-20 08:56:34,2018-04-20 09:24:40,0 days 00:28:08.000000000,0 days 00:27:52.000000000,1.745,Plug Out at Vehicle,Level 2,Salt Lake City,40.762714,-111.900902,1151281,84118,0.25,0.25,110,4,1,2018,8.0,9.0,6.98,2018-4-20,79
5481,167347,1,PUBLIC USE / 159 S. MAIN ST,1525120109,2018-04-30 14:28:35,2018-04-30 15:24:35,0 days 00:55:58.000000000,0 days 00:55:47.000000000,5.897,Plug Out at Vehicle,Level 2,Salt Lake City,40.76569,-111.890976,297353,84102,0.5,0.5,120,0,1,2018,14.0,15.0,11.794,2018-4-30,85
5480,186415,1,RMP NTO OFFICE / NTO WEST LOT 3,625,2018-04-30 14:15:10,2018-04-30 17:57:19,0 days 03:42:06.000000000,0 days 03:41:50.000000000,16.456,Plug Out at Vehicle,Level 2,Salt Lake City,40.771267,-111.932449,447091,84401,1.75,1.75,120,0,1,2018,14.0,17.0,9.403428571428572,2018-4-30,85
5479,210199,2,PACKSIZE / CLEAN AIR 6,233,2018-04-30 14:11:48,2018-04-30 17:12:19,0 days 03:00:31.000000000,0 days 02:57:09.000000000,11.507,Plug Out at Vehicle,Level 2,Salt Lake City,40.742577000000004,-111.981323,1087321,84096,1.5,1.5,120,0,1,2018,14.0,17.0,7.671333333333333,2018-4-30,85
